pid,measure,feature,suggestion,observation
12.0,1,1,0.3333333333333333,-0.3333333333333333
13.0,1,1,0.0,0.6666666666666666
13.0,1,9,0.3333333333333333,1.0
13.0,1,6,0.6666666666666666,-0.3333333333333333
13.0,1,10,-0.3333333333333333,1.0
18.0,1,16,0.6666666666666666,0.0
20.0,1,11,0.6666666666666666,0.0
22.0,1,13,0.0,-0.6666666666666666
23.0,1,2,-0.3333333333333333,-1.0
23.0,1,8,0.6666666666666666,-0.6666666666666666
24.0,1,16,1.0,0.3333333333333333
31.0,1,2,0.3333333333333333,-0.3333333333333333
31.0,1,8,0.6666666666666666,-0.3333333333333333
35.0,1,2,0.0,-0.6666666666666666
35.0,1,2,0.0,-0.6666666666666666
34.0,1,16,1.0,0.6666666666666666
62.0,1,7,0.3333333333333333,-0.3333333333333333
66.0,1,13,0.6666666666666666,-0.3333333333333333
66.0,1,15,0.6666666666666666,-0.3333333333333333
66.0,1,18,0.6666666666666666,-0.3333333333333333
67.0,1,9,0.3333333333333333,0.6666666666666666
67.0,1,3,0.6666666666666666,1.0
68.0,1,7,0.3333333333333333,0.0
68.0,1,13,0.3333333333333333,-0.3333333333333333
71.0,1,1,-0.3333333333333333,1.0
76.0,1,1,0.0,0.6666666666666666
77.0,1,7,0.6666666666666666,-0.3333333333333333
79.0,1,1,-0.3333333333333333,0.6666666666666666
83.0,1,1,0.3333333333333333,0.6666666666666666
85.0,1,1,0.3333333333333333,1.0
12.0,2,1,0.3333333333333333,-0.3333333333333333
13.0,2,1,0.0,0.6666666666666666
13.0,2,9,0.3333333333333333,1.0
13.0,2,6,0.6666666666666666,-0.3333333333333333
13.0,2,10,-0.3333333333333333,1.0
18.0,2,16,0.6666666666666666,0.0
20.0,2,11,0.6666666666666666,0.0
22.0,2,13,0.0,-0.6666666666666666
23.0,2,2,-0.3333333333333333,-1.0
23.0,2,8,0.6666666666666666,-0.6666666666666666
24.0,2,16,1.0,0.3333333333333333
31.0,2,2,0.3333333333333333,-0.3333333333333333
31.0,2,8,0.6666666666666666,-0.3333333333333333
35.0,2,2,0.0,-0.6666666666666666
35.0,2,2,0.0,-0.6666666666666666
34.0,2,16,1.0,0.6666666666666666
62.0,2,7,0.3333333333333333,-0.3333333333333333
66.0,2,13,0.6666666666666666,-0.3333333333333333
66.0,2,15,0.6666666666666666,-0.3333333333333333
66.0,2,18,0.6666666666666666,-0.3333333333333333
67.0,2,9,0.3333333333333333,0.6666666666666666
67.0,2,3,0.6666666666666666,1.0
68.0,2,7,0.3333333333333333,0.0
68.0,2,13,0.3333333333333333,-0.3333333333333333
71.0,2,1,-0.3333333333333333,1.0
76.0,2,1,0.0,0.6666666666666666
77.0,2,7,0.6666666666666666,-0.3333333333333333
79.0,2,1,-0.3333333333333333,0.6666666666666666
83.0,2,1,0.3333333333333333,0.6666666666666666
85.0,2,1,0.3333333333333333,1.0
12.0,3,1,0.3333333333333333,-0.3333333333333333
13.0,3,1,0.0,0.6666666666666666
13.0,3,9,0.3333333333333333,1.0
13.0,3,6,0.6666666666666666,-0.3333333333333333
13.0,3,10,-0.3333333333333333,1.0
18.0,3,16,0.6666666666666666,0.0
20.0,3,11,0.6666666666666666,0.0
22.0,3,13,0.0,-0.6666666666666666
23.0,3,2,-0.3333333333333333,-1.0
23.0,3,8,0.6666666666666666,-0.6666666666666666
24.0,3,16,1.0,0.3333333333333333
31.0,3,2,0.3333333333333333,-0.3333333333333333
31.0,3,8,0.6666666666666666,-0.3333333333333333
35.0,3,2,0.0,-0.6666666666666666
35.0,3,2,0.0,-0.6666666666666666
34.0,3,16,1.0,0.6666666666666666
62.0,3,7,0.3333333333333333,-0.3333333333333333
66.0,3,13,0.6666666666666666,-0.3333333333333333
66.0,3,15,0.6666666666666666,-0.3333333333333333
66.0,3,18,0.6666666666666666,-0.3333333333333333
67.0,3,9,0.3333333333333333,0.6666666666666666
67.0,3,3,0.6666666666666666,1.0
68.0,3,7,0.3333333333333333,0.0
68.0,3,13,0.3333333333333333,-0.3333333333333333
71.0,3,1,-0.3333333333333333,1.0
76.0,3,1,0.0,0.6666666666666666
77.0,3,7,0.6666666666666666,-0.3333333333333333
79.0,3,1,-0.3333333333333333,0.6666666666666666
83.0,3,1,0.3333333333333333,0.6666666666666666
85.0,3,1,0.3333333333333333,1.0
12.0,4,1,0.3333333333333333,-0.3333333333333333
13.0,4,1,0.0,0.6666666666666666
13.0,4,9,0.3333333333333333,1.0
13.0,4,6,0.6666666666666666,-0.3333333333333333
13.0,4,10,-0.3333333333333333,1.0
14.0,4,1,-1.0,0.0
18.0,4,16,0.6666666666666666,0.0
20.0,4,11,0.6666666666666666,0.0
22.0,4,13,0.0,-0.6666666666666666
23.0,4,2,-0.3333333333333333,-1.0
23.0,4,8,0.6666666666666666,-0.6666666666666666
24.0,4,16,1.0,0.3333333333333333
25.0,4,1,-1.0,0.6666666666666666
31.0,4,2,0.3333333333333333,-0.3333333333333333
31.0,4,8,0.6666666666666666,-0.3333333333333333
35.0,4,2,0.0,-0.6666666666666666
35.0,4,2,0.0,-0.6666666666666666
34.0,4,16,1.0,0.6666666666666666
62.0,4,7,0.3333333333333333,-0.3333333333333333
66.0,4,13,0.6666666666666666,-0.3333333333333333
66.0,4,15,0.6666666666666666,-0.3333333333333333
66.0,4,18,0.6666666666666666,-0.3333333333333333
67.0,4,9,0.3333333333333333,0.6666666666666666
67.0,4,3,0.6666666666666666,1.0
68.0,4,7,0.3333333333333333,0.0
68.0,4,13,0.3333333333333333,-0.3333333333333333
71.0,4,1,-0.3333333333333333,1.0
76.0,4,1,0.0,0.6666666666666666
77.0,4,7,0.6666666666666666,-0.3333333333333333
79.0,4,1,-0.3333333333333333,0.6666666666666666
83.0,4,1,0.3333333333333333,0.6666666666666666
85.0,4,1,0.3333333333333333,1.0
12.0,5,1,0.3333333333333333,-0.3333333333333333
13.0,5,1,0.0,0.6666666666666666
13.0,5,9,0.3333333333333333,1.0
13.0,5,6,0.6666666666666666,-0.3333333333333333
13.0,5,10,-0.3333333333333333,1.0
18.0,5,16,0.6666666666666666,0.0
20.0,5,11,0.6666666666666666,0.0
22.0,5,13,0.0,-0.6666666666666666
23.0,5,2,-0.3333333333333333,-1.0
23.0,5,8,0.6666666666666666,-0.6666666666666666
24.0,5,16,1.0,0.3333333333333333
31.0,5,2,0.3333333333333333,-0.3333333333333333
31.0,5,8,0.6666666666666666,-0.3333333333333333
35.0,5,2,0.0,-0.6666666666666666
35.0,5,2,0.0,-0.6666666666666666
34.0,5,16,1.0,0.6666666666666666
62.0,5,7,0.3333333333333333,-0.3333333333333333
66.0,5,13,0.6666666666666666,-0.3333333333333333
66.0,5,15,0.6666666666666666,-0.3333333333333333
66.0,5,18,0.6666666666666666,-0.3333333333333333
67.0,5,9,0.3333333333333333,0.6666666666666666
67.0,5,3,0.6666666666666666,1.0
68.0,5,7,0.3333333333333333,0.0
68.0,5,13,0.3333333333333333,-0.3333333333333333
71.0,5,1,-0.3333333333333333,1.0
76.0,5,1,0.0,0.6666666666666666
77.0,5,7,0.6666666666666666,-0.3333333333333333
79.0,5,1,-0.3333333333333333,0.6666666666666666
83.0,5,1,0.3333333333333333,0.6666666666666666
85.0,5,1,0.3333333333333333,1.0
12.0,6,1,0.3333333333333333,-0.3333333333333333
13.0,6,1,0.0,0.6666666666666666
13.0,6,9,0.3333333333333333,1.0
13.0,6,6,0.6666666666666666,-0.3333333333333333
13.0,6,10,-0.3333333333333333,1.0
18.0,6,16,0.6666666666666666,0.0
22.0,6,13,0.0,-0.6666666666666666
23.0,6,2,-0.3333333333333333,-1.0
23.0,6,8,0.6666666666666666,-0.6666666666666666
24.0,6,16,1.0,0.3333333333333333
31.0,6,2,0.3333333333333333,-0.3333333333333333
31.0,6,8,0.6666666666666666,-0.3333333333333333
35.0,6,2,0.0,-0.6666666666666666
35.0,6,2,0.0,-0.6666666666666666
34.0,6,16,1.0,0.6666666666666666
62.0,6,7,0.3333333333333333,-0.3333333333333333
66.0,6,13,0.6666666666666666,-0.3333333333333333
66.0,6,15,0.6666666666666666,-0.3333333333333333
66.0,6,18,0.6666666666666666,-0.3333333333333333
67.0,6,9,0.3333333333333333,0.6666666666666666
67.0,6,3,0.6666666666666666,1.0
68.0,6,7,0.3333333333333333,0.0
68.0,6,13,0.3333333333333333,-0.3333333333333333
71.0,6,1,-0.3333333333333333,1.0
76.0,6,1,0.0,0.6666666666666666
77.0,6,7,0.6666666666666666,-0.3333333333333333
79.0,6,1,-0.3333333333333333,0.6666666666666666
83.0,6,1,0.3333333333333333,0.6666666666666666
85.0,6,1,0.3333333333333333,1.0
62.0,7,7,0.3333333333333333,-0.3333333333333333
66.0,7,13,0.6666666666666666,-0.3333333333333333
66.0,7,15,0.6666666666666666,-0.3333333333333333
66.0,7,18,0.6666666666666666,-0.3333333333333333
62.0,8,7,0.3333333333333333,-0.3333333333333333
66.0,8,13,0.6666666666666666,-0.3333333333333333
66.0,8,15,0.6666666666666666,-0.3333333333333333
66.0,8,18,0.6666666666666666,-0.3333333333333333
23.0,9,1,-1.0,0.6666666666666666
23.0,9,1,-0.6666666666666666,0.6666666666666666
31.0,9,1,-0.6666666666666666,0.3333333333333333
62.0,9,11,0.3333333333333333,-0.3333333333333333
62.0,9,7,0.3333333333333333,-0.3333333333333333
62.0,9,18,0.3333333333333333,-0.3333333333333333
69.0,9,7,0.0,-0.6666666666666666
78.0,9,1,-0.3333333333333333,0.3333333333333333
78.0,9,7,0.0,-0.6666666666666666
23.0,10,1,-1.0,0.6666666666666666
23.0,10,1,-0.6666666666666666,0.6666666666666666
31.0,10,1,-0.6666666666666666,0.3333333333333333
62.0,10,11,0.3333333333333333,-0.3333333333333333
62.0,10,7,0.3333333333333333,-0.3333333333333333
62.0,10,18,0.3333333333333333,-0.3333333333333333
69.0,10,7,0.0,-0.6666666666666666
78.0,10,1,-0.3333333333333333,0.3333333333333333
78.0,10,7,0.0,-0.6666666666666666
23.0,11,1,-1.0,0.6666666666666666
23.0,11,1,-0.6666666666666666,0.6666666666666666
31.0,11,1,-0.6666666666666666,0.3333333333333333
62.0,11,11,0.3333333333333333,-0.3333333333333333
62.0,11,7,0.3333333333333333,-0.3333333333333333
62.0,11,18,0.3333333333333333,-0.3333333333333333
69.0,11,7,0.0,-0.6666666666666666
78.0,11,1,-0.3333333333333333,0.3333333333333333
78.0,11,7,0.0,-0.6666666666666666
23.0,12,1,-1.0,0.6666666666666666
23.0,12,1,-0.6666666666666666,0.6666666666666666
31.0,12,1,-0.6666666666666666,0.3333333333333333
62.0,12,11,0.3333333333333333,-0.3333333333333333
62.0,12,7,0.3333333333333333,-0.3333333333333333
62.0,12,18,0.3333333333333333,-0.3333333333333333
69.0,12,7,0.0,-0.6666666666666666
78.0,12,1,-0.3333333333333333,0.3333333333333333
78.0,12,7,0.0,-0.6666666666666666
23.0,13,1,-1.0,0.6666666666666666
23.0,13,1,-0.6666666666666666,0.6666666666666666
31.0,13,1,-0.6666666666666666,0.3333333333333333
62.0,13,11,0.3333333333333333,-0.3333333333333333
62.0,13,7,0.3333333333333333,-0.3333333333333333
62.0,13,18,0.3333333333333333,-0.3333333333333333
69.0,13,7,0.0,-0.6666666666666666
78.0,13,1,-0.3333333333333333,0.3333333333333333
78.0,13,7,0.0,-0.6666666666666666
23.0,14,1,-1.0,0.6666666666666666
23.0,14,1,-0.6666666666666666,0.6666666666666666
31.0,14,1,-0.6666666666666666,0.3333333333333333
61.0,14,2,-0.6666666666666666,0.6666666666666666
62.0,14,11,0.3333333333333333,-0.3333333333333333
62.0,14,7,0.3333333333333333,-0.3333333333333333
62.0,14,18,0.3333333333333333,-0.3333333333333333
69.0,14,7,0.0,-0.6666666666666666
78.0,14,1,-0.3333333333333333,0.3333333333333333
78.0,14,7,0.0,-0.6666666666666666
23.0,15,1,-1.0,0.6666666666666666
23.0,15,1,-0.6666666666666666,0.6666666666666666
31.0,15,1,-0.6666666666666666,0.3333333333333333
61.0,15,2,-0.6666666666666666,0.6666666666666666
62.0,15,11,0.3333333333333333,-0.3333333333333333
62.0,15,7,0.3333333333333333,-0.3333333333333333
62.0,15,18,0.3333333333333333,-0.3333333333333333
69.0,15,7,0.0,-0.6666666666666666
78.0,15,1,-0.3333333333333333,0.3333333333333333
78.0,15,7,0.0,-0.6666666666666666
23.0,16,1,-1.0,0.6666666666666666
23.0,16,1,-0.6666666666666666,0.6666666666666666
27.0,16,11,,0.6666666666666666
11.0,16,1,-1.0,0.6666666666666666
31.0,16,1,-0.6666666666666666,0.3333333333333333
61.0,16,2,-0.6666666666666666,0.6666666666666666
62.0,16,11,0.3333333333333333,-0.3333333333333333
62.0,16,7,0.3333333333333333,-0.3333333333333333
62.0,16,18,0.3333333333333333,-0.3333333333333333
69.0,16,7,0.0,-0.6666666666666666
78.0,16,1,-0.3333333333333333,0.3333333333333333
78.0,16,7,0.0,-0.6666666666666666
23.0,17,1,-1.0,0.6666666666666666
23.0,17,1,-0.6666666666666666,0.6666666666666666
27.0,17,11,,0.6666666666666666
11.0,17,1,-1.0,0.6666666666666666
31.0,17,1,-0.6666666666666666,0.3333333333333333
62.0,17,11,0.3333333333333333,-0.3333333333333333
62.0,17,7,0.3333333333333333,-0.3333333333333333
62.0,17,18,0.3333333333333333,-0.3333333333333333
63.0,17,1,-0.3333333333333333,0.3333333333333333
63.0,17,7,0.3333333333333333,-0.3333333333333333
63.0,17,14,-0.3333333333333333,0.3333333333333333
69.0,17,7,0.0,-0.6666666666666666
71.0,17,13,0.3333333333333333,-0.3333333333333333
78.0,17,1,-0.3333333333333333,0.3333333333333333
78.0,17,7,0.0,-0.6666666666666666
23.0,18,1,-1.0,0.6666666666666666
23.0,18,1,-0.6666666666666666,0.6666666666666666
27.0,18,11,,0.6666666666666666
31.0,18,1,-0.6666666666666666,0.3333333333333333
62.0,18,11,0.3333333333333333,-0.3333333333333333
62.0,18,7,0.3333333333333333,-0.3333333333333333
62.0,18,18,0.3333333333333333,-0.3333333333333333
63.0,18,1,-0.3333333333333333,0.3333333333333333
63.0,18,7,0.3333333333333333,-0.3333333333333333
63.0,18,14,-0.3333333333333333,0.3333333333333333
69.0,18,7,0.0,-0.6666666666666666
71.0,18,13,0.3333333333333333,-0.3333333333333333
78.0,18,1,-0.3333333333333333,0.3333333333333333
78.0,18,7,0.0,-0.6666666666666666
23.0,19,1,-1.0,0.6666666666666666
23.0,19,1,-0.6666666666666666,0.6666666666666666
27.0,19,11,,0.6666666666666666
31.0,19,1,-0.6666666666666666,0.3333333333333333
62.0,19,11,0.3333333333333333,-0.3333333333333333
62.0,19,7,0.3333333333333333,-0.3333333333333333
62.0,19,18,0.3333333333333333,-0.3333333333333333
63.0,19,1,-0.3333333333333333,0.3333333333333333
63.0,19,7,0.3333333333333333,-0.3333333333333333
63.0,19,14,-0.3333333333333333,0.3333333333333333
69.0,19,7,0.0,-0.6666666666666666
71.0,19,13,0.3333333333333333,-0.3333333333333333
78.0,19,1,-0.3333333333333333,0.3333333333333333
78.0,19,7,0.0,-0.6666666666666666
23.0,20,1,-1.0,0.6666666666666666
23.0,20,1,-0.6666666666666666,0.6666666666666666
27.0,20,11,,0.6666666666666666
31.0,20,1,-0.6666666666666666,0.3333333333333333
62.0,20,11,0.3333333333333333,-0.3333333333333333
62.0,20,7,0.3333333333333333,-0.3333333333333333
62.0,20,18,0.3333333333333333,-0.3333333333333333
63.0,20,1,-0.3333333333333333,0.3333333333333333
63.0,20,7,0.3333333333333333,-0.3333333333333333
63.0,20,14,-0.3333333333333333,0.3333333333333333
69.0,20,7,0.0,-0.6666666666666666
71.0,20,13,0.3333333333333333,-0.3333333333333333
78.0,20,1,-0.3333333333333333,0.3333333333333333
78.0,20,7,0.0,-0.6666666666666666
23.0,21,1,-1.0,0.6666666666666666
23.0,21,1,-0.6666666666666666,0.6666666666666666
27.0,21,11,,0.6666666666666666
