measure,feature,feature_value,critical_score
54.0,2.0,-0.6666666666666666,7.0
54.0,3.0,,1.0
54.0,4.0,,7.0
54.0,5.0,,3.0
54.0,6.0,,8.0
54.0,7.0,0.6666666666666666,10.0
54.0,8.0,,9.0
54.0,9.0,,6.0
54.0,10.0,-0.6666666666666666,9.0
54.0,11.0,,3.0
54.0,12.0,,9.0
54.0,13.0,0.6666666666666666,9.0
54.0,14.0,,8.0
54.0,15.0,,8.0
54.0,16.0,,3.0
54.0,17.0,,5.0
54.0,18.0,,8.0
54.0,19.0,1.0,10.0
55.0,1.0,-0.6666666666666666,7.0
55.0,2.0,-0.6666666666666666,5.0
55.0,4.0,,4.0
55.0,5.0,,4.0
55.0,6.0,,7.0
55.0,7.0,0.5833333333333334,9.0
55.0,8.0,,7.0
55.0,9.0,,4.0
55.0,10.0,-0.6666666666666666,7.0
55.0,11.0,,4.0
55.0,12.0,,8.0
55.0,13.0,0.6666666666666666,7.0
55.0,14.0,,6.0
55.0,15.0,,8.0
55.0,16.0,,5.0
55.0,17.0,,6.0
55.0,18.0,,6.0
55.0,19.0,1.0,8.0
56.0,1.0,-0.6666666666666666,4.0
56.0,2.0,-0.6666666666666666,3.0
56.0,4.0,,2.0
56.0,5.0,,5.0
56.0,6.0,,7.0
56.0,7.0,0.5833333333333334,7.0
56.0,8.0,,4.0
56.0,9.0,,2.0
56.0,10.0,-0.6666666666666666,4.0
56.0,11.0,,6.0
56.0,12.0,,6.0
56.0,13.0,0.6666666666666666,4.0
56.0,14.0,,3.0
56.0,15.0,,9.0
56.0,16.0,,7.0
56.0,17.0,,7.0
56.0,18.0,,3.0
56.0,19.0,1.0,5.0
57.0,1.0,-0.16666666666666666,2.0
57.0,5.0,,6.0
57.0,6.0,,5.0
57.0,8.0,,1.0
57.0,10.0,-0.3333333333333333,1.0
57.0,11.0,,6.0
57.0,12.0,-0.6666666666666666,4.0
57.0,13.0,0.6666666666666666,1.0
57.0,14.0,-0.6666666666666666,3.0
57.0,15.0,,6.0
57.0,16.0,,6.0
57.0,17.0,,5.0
57.0,18.0,0.6666666666666666,1.0
57.0,19.0,1.0,3.0
58.0,1.0,-0.16666666666666666,2.0
58.0,5.0,,5.0
58.0,6.0,,3.0
58.0,10.0,-0.3333333333333333,1.0
58.0,11.0,,3.0
58.0,12.0,-0.6666666666666666,3.0
58.0,13.0,0.6666666666666666,1.0
58.0,14.0,-0.6666666666666666,3.0
58.0,15.0,,3.0
58.0,16.0,,3.0
58.0,17.0,,3.0
58.0,18.0,0.6666666666666666,1.0
58.0,19.0,1.0,2.0
59.0,1.0,-0.16666666666666666,2.0
59.0,5.0,,3.0
59.0,6.0,,1.0
59.0,10.0,-0.3333333333333333,1.0
59.0,11.0,,1.0
59.0,12.0,-0.6666666666666666,2.0
59.0,13.0,0.6666666666666666,1.0
59.0,14.0,-0.6666666666666666,3.0
59.0,15.0,,1.0
59.0,16.0,,1.0
59.0,17.0,,1.0
59.0,18.0,0.6666666666666666,1.0
59.0,19.0,1.0,3.0
60.0,1.0,-0.16666666666666666,2.0
60.0,5.0,,1.0
60.0,10.0,-0.3333333333333333,1.0
60.0,12.0,-0.6666666666666666,1.0
60.0,13.0,0.6666666666666666,1.0
60.0,14.0,-0.6666666666666666,3.0
60.0,18.0,0.6666666666666666,1.0
60.0,19.0,1.0,3.0
61.0,1.0,-0.16666666666666666,2.0
61.0,10.0,-0.3333333333333333,1.0
61.0,12.0,-0.6666666666666666,1.0
61.0,13.0,0.6666666666666666,1.0
61.0,14.0,-0.6666666666666666,3.0
61.0,18.0,0.6666666666666666,1.0
61.0,19.0,1.0,3.0
62.0,1.0,-0.2222222222222222,3.0
62.0,10.0,-0.3333333333333333,1.0
62.0,12.0,-0.6666666666666666,1.0
62.0,13.0,0.6666666666666666,1.0
62.0,14.0,-0.6666666666666666,3.0
62.0,18.0,0.6666666666666666,1.0
62.0,19.0,1.0,2.0
63.0,1.0,-0.2222222222222222,3.0
63.0,10.0,-0.3333333333333333,1.0
63.0,12.0,-0.6666666666666666,1.0
63.0,13.0,0.6666666666666666,1.0
63.0,14.0,-0.6666666666666666,3.0
63.0,18.0,0.6666666666666666,1.0
63.0,19.0,1.0,2.0
64.0,1.0,-0.2222222222222222,3.0
64.0,10.0,-0.3333333333333333,1.0
64.0,12.0,-0.6666666666666666,1.0
64.0,13.0,0.6666666666666666,1.0
64.0,14.0,-0.6666666666666666,3.0
64.0,18.0,0.6666666666666666,1.0
64.0,19.0,1.0,2.0
65.0,1.0,-0.16666666666666666,2.0
65.0,5.0,0.3333333333333333,1.0
65.0,7.0,0.3333333333333333,1.0
65.0,9.0,0.5555555555555555,3.0
65.0,10.0,0.3333333333333333,1.0
65.0,11.0,0.5,2.0
65.0,12.0,-0.5,2.0
65.0,13.0,0.8333333333333333,2.0
65.0,14.0,-0.5,2.0
65.0,15.0,0.8333333333333333,2.0
65.0,18.0,0.6666666666666666,1.0
65.0,19.0,1.0,1.0
66.0,1.0,-0.16666666666666666,2.0
66.0,5.0,0.3333333333333333,1.0
66.0,7.0,0.3333333333333333,1.0
66.0,9.0,0.5555555555555555,3.0
66.0,10.0,0.3333333333333333,1.0
66.0,11.0,0.5,2.0
66.0,12.0,-0.5,2.0
66.0,13.0,0.8333333333333333,2.0
66.0,14.0,-0.5,2.0
66.0,15.0,0.8333333333333333,2.0
66.0,18.0,0.6666666666666666,1.0
66.0,19.0,1.0,1.0
67.0,1.0,-0.16666666666666666,2.0
67.0,5.0,0.3333333333333333,1.0
67.0,7.0,0.3333333333333333,1.0
67.0,9.0,0.5555555555555555,3.0
67.0,10.0,0.3333333333333333,1.0
67.0,11.0,0.5,2.0
67.0,12.0,-0.5,2.0
67.0,13.0,0.8333333333333333,2.0
67.0,14.0,-0.5,2.0
67.0,15.0,0.8333333333333333,2.0
67.0,18.0,0.6666666666666666,1.0
67.0,19.0,1.0,1.0
68.0,1.0,-0.16666666666666666,2.0
68.0,5.0,0.3333333333333333,1.0
68.0,7.0,0.3333333333333333,1.0
68.0,9.0,0.5555555555555555,3.0
68.0,10.0,0.3333333333333333,1.0
68.0,11.0,0.5,2.0
68.0,12.0,-0.5,2.0
68.0,13.0,0.8333333333333333,2.0
68.0,14.0,-0.5,2.0
68.0,15.0,0.8333333333333333,2.0
68.0,18.0,0.6666666666666666,1.0
68.0,19.0,1.0,1.0
69.0,1.0,-0.16666666666666666,2.0
69.0,2.0,,1.0
69.0,3.0,,1.0
69.0,4.0,,1.0
69.0,5.0,0.3333333333333333,3.0
69.0,6.0,,1.0
69.0,7.0,0.3333333333333333,2.0
69.0,9.0,0.5555555555555555,3.0
69.0,10.0,0.3333333333333333,2.0
69.0,11.0,0.5,2.0
69.0,12.0,-0.5,2.0
69.0,13.0,0.8333333333333333,4.0
69.0,14.0,-0.5,3.0
69.0,15.0,0.8333333333333333,4.0
69.0,18.0,0.6666666666666666,2.0
69.0,19.0,1.0,3.0
70.0,1.0,-0.16666666666666666,2.0
70.0,2.0,,3.0
70.0,3.0,,3.0
70.0,4.0,,4.0
70.0,5.0,0.3333333333333333,6.0
70.0,6.0,,3.0
70.0,7.0,0.3333333333333333,4.0
70.0,8.0,,1.0
70.0,9.0,0.6666666666666666,1.0
70.0,10.0,0.3333333333333333,4.0
70.0,11.0,0.5,2.0
70.0,12.0,-0.5,2.0
70.0,13.0,0.8333333333333333,7.0
70.0,14.0,-0.5,5.0
70.0,15.0,0.8333333333333333,7.0
70.0,18.0,0.6666666666666666,4.0
70.0,19.0,1.0,5.0
71.0,1.0,-0.16666666666666666,2.0
71.0,2.0,,3.0
71.0,3.0,,3.0
71.0,4.0,,4.0
71.0,5.0,0.3333333333333333,8.0
71.0,6.0,,4.0
71.0,7.0,0.3333333333333333,5.0
71.0,8.0,,1.0
71.0,9.0,0.6666666666666666,1.0
71.0,10.0,0.3333333333333333,4.0
71.0,11.0,0.5,2.0
71.0,12.0,-0.5,2.0
71.0,13.0,0.8333333333333333,7.0
71.0,14.0,-0.5,6.0
71.0,15.0,0.8333333333333333,7.0
71.0,18.0,0.6666666666666666,5.0
71.0,19.0,1.0,5.0
72.0,1.0,-0.16666666666666666,2.0
72.0,2.0,,3.0
72.0,3.0,,3.0
72.0,4.0,,3.0
72.0,5.0,-0.16666666666666666,7.0
72.0,6.0,,4.0
72.0,7.0,0.3333333333333333,5.0
72.0,8.0,,1.0
72.0,9.0,0.6666666666666666,1.0
72.0,10.0,0.3333333333333333,4.0
72.0,11.0,0.5,2.0
72.0,12.0,-0.5,2.0
72.0,13.0,0.8333333333333333,5.0
72.0,14.0,-0.5,6.0
72.0,15.0,0.8333333333333333,5.0
72.0,18.0,0.6666666666666666,5.0
72.0,19.0,1.0,4.0
73.0,1.0,0.0,2.0
73.0,2.0,,1.0
73.0,3.0,,1.0
73.0,4.0,0.0,2.0
73.0,5.0,,4.0
73.0,6.0,,2.0
73.0,7.0,,2.0
73.0,8.0,,1.0
73.0,10.0,,1.0
73.0,11.0,0.3333333333333333,1.0
73.0,13.0,0.6666666666666666,2.0
73.0,14.0,,2.0
73.0,15.0,,2.0
73.0,18.0,,2.0
73.0,19.0,1.0,3.0
74.0,1.0,0.0,2.0
74.0,4.0,0.0,1.0
74.0,5.0,,3.0
74.0,6.0,,1.0
74.0,7.0,,1.0
74.0,11.0,0.3333333333333333,1.0
74.0,13.0,0.6666666666666666,1.0
74.0,14.0,,1.0
74.0,15.0,,2.0
74.0,18.0,,1.0
74.0,19.0,1.0,2.0
75.0,1.0,0.0,2.0
75.0,4.0,0.0,1.0
75.0,5.0,,4.0
75.0,9.0,,1.0
75.0,10.0,,1.0
75.0,11.0,0.3333333333333333,2.0
75.0,13.0,0.6666666666666666,1.0
75.0,15.0,,3.0
75.0,19.0,1.0,2.0
76.0,1.0,0.0,2.0
76.0,4.0,0.0,1.0
76.0,5.0,,5.0
76.0,9.0,,3.0
76.0,10.0,,1.0
76.0,11.0,0.3333333333333333,4.0
76.0,13.0,0.6666666666666666,1.0
76.0,15.0,,5.0
76.0,19.0,1.0,2.0
77.0,1.0,0.0,2.0
77.0,2.0,,3.0
77.0,3.0,,3.0
77.0,4.0,0.0,2.0
77.0,5.0,,7.0
77.0,6.0,,3.0
77.0,7.0,,3.0
77.0,8.0,,3.0
77.0,9.0,,6.0
77.0,10.0,,4.0
77.0,11.0,0.3333333333333333,7.0
77.0,12.0,,3.0
77.0,13.0,0.6666666666666666,4.0
77.0,14.0,,3.0
77.0,15.0,,7.0
77.0,16.0,,3.0
77.0,18.0,,3.0
77.0,19.0,1.0,5.0
78.0,1.0,0.0,2.0
78.0,2.0,,3.0
78.0,3.0,,3.0
78.0,4.0,0.0,2.0
78.0,5.0,,6.0
78.0,6.0,,3.0
78.0,7.0,,4.0
78.0,8.0,,4.0
78.0,9.0,,6.0
78.0,10.0,,4.0
78.0,11.0,0.3333333333333333,7.0
78.0,12.0,,3.0
78.0,13.0,0.6666666666666666,5.0
78.0,14.0,,3.0
78.0,15.0,,7.0
78.0,16.0,,3.0
78.0,18.0,,4.0
78.0,19.0,1.0,6.0
79.0,1.0,0.0,2.0
79.0,2.0,,2.0
79.0,3.0,,2.0
79.0,4.0,0.0,3.0
79.0,5.0,,6.0
79.0,6.0,,2.0
79.0,7.0,,4.0
79.0,8.0,,3.0
79.0,9.0,,3.0
79.0,10.0,,2.0
79.0,11.0,0.3333333333333333,4.0
79.0,12.0,,2.0
79.0,13.0,0.6666666666666666,5.0
79.0,14.0,-1.0,4.0
79.0,15.0,,6.0
79.0,16.0,,2.0
79.0,18.0,,3.0
79.0,19.0,1.0,6.0
80.0,1.0,0.0,2.0
80.0,2.0,,1.0
80.0,3.0,,1.0
80.0,4.0,0.0,4.0
80.0,5.0,,6.0
80.0,6.0,,1.0
80.0,7.0,,4.0
80.0,8.0,,2.0
80.0,9.0,,1.0
80.0,10.0,,1.0
80.0,11.0,0.3333333333333333,2.0
80.0,12.0,,1.0
80.0,13.0,0.6666666666666666,4.0
80.0,14.0,-1.0,4.0
80.0,15.0,,6.0
80.0,16.0,,1.0
80.0,18.0,,2.0
80.0,19.0,1.0,6.0
81.0,1.0,0.0,3.0
81.0,4.0,0.0,8.0
81.0,5.0,-0.3333333333333333,11.0
81.0,7.0,0.3888888888888888,11.0
81.0,8.0,,1.0
81.0,11.0,0.4444444444444444,3.0
81.0,13.0,,3.0
81.0,14.0,,3.0
81.0,15.0,,7.0
81.0,18.0,,2.0
81.0,19.0,0.8333333333333333,6.0
82.0,1.0,0.0,3.0
82.0,4.0,0.0,10.0
82.0,5.0,-0.3333333333333333,11.0
82.0,7.0,0.3888888888888888,11.0
82.0,11.0,0.4444444444444444,3.0
82.0,13.0,,2.0
82.0,14.0,,3.0
82.0,15.0,,6.0
82.0,18.0,,1.0
82.0,19.0,0.8333333333333333,5.0
83.0,1.0,0.0,3.0
83.0,4.0,0.0,9.0
83.0,5.0,-0.3333333333333333,11.0
83.0,7.0,0.3888888888888888,10.0
83.0,11.0,0.4444444444444444,3.0
83.0,13.0,,1.0
83.0,14.0,,2.0
83.0,15.0,,4.0
83.0,18.0,,1.0
83.0,19.0,0.8333333333333333,4.0
84.0,1.0,0.0,3.0
84.0,4.0,0.0,9.0
84.0,5.0,-0.3333333333333333,11.0
84.0,7.0,0.3888888888888888,9.0
84.0,11.0,0.4444444444444444,3.0
84.0,13.0,,1.0
84.0,14.0,,1.0
84.0,15.0,,2.0
84.0,18.0,,2.0
84.0,19.0,0.8333333333333333,4.0
85.0,1.0,0.0,3.0
85.0,4.0,0.0,8.0
85.0,5.0,-0.3333333333333333,11.0
85.0,6.0,,1.0
85.0,7.0,0.3888888888888888,8.0
85.0,10.0,,1.0
85.0,11.0,0.4444444444444444,3.0
85.0,18.0,,2.0
85.0,19.0,0.8333333333333333,4.0
86.0,1.0,0.0,3.0
86.0,4.0,0.0,7.0
86.0,5.0,-0.2222222222222222,10.0
86.0,6.0,,1.0
86.0,7.0,0.4,7.0
86.0,10.0,,1.0
86.0,11.0,0.4444444444444444,3.0
86.0,18.0,,2.0
86.0,19.0,0.8333333333333333,5.0
87.0,1.0,0.0,3.0
87.0,4.0,0.0,7.0
87.0,5.0,-0.2222222222222222,8.0
87.0,6.0,,1.0
87.0,7.0,0.4,7.0
87.0,8.0,,1.0
87.0,10.0,,1.0
87.0,11.0,0.4444444444444444,3.0
87.0,18.0,,2.0
87.0,19.0,0.8333333333333333,5.0
88.0,1.0,0.0,3.0
88.0,4.0,0.0,6.0
88.0,5.0,-0.2222222222222222,6.0
88.0,6.0,,1.0
88.0,7.0,0.4,6.0
88.0,8.0,,1.0
88.0,10.0,,1.0
88.0,11.0,0.4444444444444444,3.0
88.0,18.0,,1.0
88.0,19.0,0.8333333333333333,4.0
89.0,4.0,0.2222222222222222,4.0
89.0,5.0,0.0,4.0
89.0,7.0,0.5,2.0
89.0,8.0,,1.0
89.0,10.0,,1.0
89.0,11.0,0.3333333333333333,2.0
89.0,19.0,1.0,2.0
90.0,4.0,0.2222222222222222,5.0
90.0,5.0,0.0,5.0
90.0,7.0,0.5,2.0
90.0,8.0,,1.0
90.0,9.0,0.3333333333333333,1.0
90.0,10.0,,2.0
90.0,11.0,0.4444444444444444,3.0
90.0,13.0,,1.0
90.0,19.0,1.0,1.0
91.0,4.0,0.2222222222222222,6.0
91.0,5.0,0.0,7.0
91.0,7.0,0.5,2.0
91.0,9.0,0.3333333333333333,1.0
91.0,10.0,,4.0
91.0,11.0,0.4444444444444444,3.0
91.0,13.0,,1.0
91.0,19.0,1.0,1.0
92.0,4.0,0.2222222222222222,7.0
92.0,5.0,0.0,8.0
92.0,7.0,0.5,2.0
92.0,9.0,0.3333333333333333,1.0
92.0,10.0,,6.0
92.0,11.0,0.4444444444444444,3.0
92.0,13.0,,1.0
92.0,19.0,1.0,1.0
93.0,4.0,0.2222222222222222,8.0
93.0,5.0,0.0,8.0
93.0,7.0,0.4444444444444444,4.0
93.0,8.0,,2.0
93.0,9.0,0.3333333333333333,2.0
93.0,10.0,,7.0
93.0,11.0,0.3333333333333333,4.0
93.0,13.0,0.3333333333333333,3.0
93.0,15.0,,1.0
93.0,19.0,1.0,1.0
94.0,4.0,0.3333333333333333,8.0
94.0,5.0,-0.6666666666666666,8.0
94.0,7.0,0.4166666666666666,5.0
94.0,8.0,,4.0
94.0,9.0,,3.0
94.0,10.0,,6.0
94.0,11.0,0.2222222222222222,3.0
94.0,13.0,0.5,3.0
94.0,15.0,,1.0
95.0,2.0,-0.3333333333333333,1.0
95.0,4.0,0.3333333333333333,8.0
95.0,5.0,,6.0
95.0,7.0,0.4166666666666666,6.0
95.0,8.0,,6.0
95.0,9.0,,4.0
95.0,10.0,,5.0
95.0,11.0,0.2222222222222222,3.0
95.0,12.0,,1.0
95.0,13.0,0.5,3.0
95.0,15.0,,1.0
95.0,17.0,,1.0
96.0,4.0,0.3333333333333333,8.0
96.0,5.0,,6.0
96.0,7.0,0.4166666666666666,7.0
96.0,8.0,,6.0
96.0,9.0,,6.0
96.0,10.0,,5.0
96.0,11.0,0.2222222222222222,3.0
96.0,12.0,,2.0
96.0,13.0,0.5,3.0
96.0,15.0,,1.0
96.0,17.0,,1.0
97.0,1.0,0.0,3.0
97.0,2.0,,1.0
97.0,4.0,,7.0
97.0,5.0,,7.0
97.0,7.0,,3.0
97.0,8.0,,5.0
97.0,9.0,,6.0
97.0,10.0,,6.0
97.0,12.0,0.3333333333333333,4.0
97.0,15.0,,1.0
97.0,17.0,0.3333333333333333,3.0
97.0,18.0,0.6666666666666666,3.0
98.0,1.0,0.0,3.0
98.0,2.0,,3.0
98.0,4.0,,9.0
98.0,5.0,,8.0
98.0,7.0,,4.0
98.0,8.0,,5.0
98.0,9.0,,5.0
98.0,10.0,,6.0
98.0,12.0,0.3333333333333333,4.0
98.0,15.0,,3.0
98.0,16.0,,1.0
98.0,17.0,0.3333333333333333,4.0
98.0,18.0,0.6666666666666666,3.0
99.0,1.0,0.0,4.0
99.0,2.0,,4.0
99.0,4.0,,8.0
99.0,5.0,,7.0
99.0,7.0,,5.0
99.0,8.0,,7.0
99.0,9.0,,4.0
99.0,10.0,,5.0
99.0,11.0,,1.0
99.0,12.0,0.3333333333333333,5.0
99.0,15.0,,5.0
99.0,16.0,,3.0
99.0,17.0,0.3333333333333333,3.0
99.0,18.0,0.6666666666666666,3.0
100.0,1.0,0.0,6.0
100.0,2.0,,7.0
100.0,3.0,,1.0
100.0,4.0,,8.0
100.0,5.0,,7.0
100.0,7.0,,7.0
100.0,8.0,,9.0
100.0,9.0,,4.0
100.0,10.0,,5.0
100.0,11.0,,2.0
100.0,12.0,0.3333333333333333,5.0
100.0,13.0,,2.0
100.0,14.0,,3.0
100.0,15.0,,7.0
100.0,16.0,,6.0
100.0,17.0,0.3333333333333333,4.0
100.0,18.0,0.6666666666666666,4.0
100.0,19.0,,2.0
101.0,1.0,0.0,8.0
101.0,2.0,,8.0
101.0,3.0,,3.0
101.0,4.0,,9.0
101.0,5.0,,8.0
101.0,7.0,,9.0
101.0,8.0,,8.0
101.0,9.0,,5.0
101.0,10.0,,6.0
101.0,11.0,,4.0
101.0,12.0,0.3333333333333333,4.0
101.0,13.0,,4.0
101.0,14.0,,5.0
101.0,15.0,,7.0
101.0,16.0,,8.0
101.0,17.0,0.3333333333333333,4.0
101.0,18.0,0.6666666666666666,3.0
101.0,19.0,,4.0
102.0,1.0,0.6666666666666666,7.0
102.0,2.0,,8.0
102.0,3.0,,6.0
102.0,4.0,,8.0
102.0,5.0,,9.0
102.0,7.0,,9.0
102.0,8.0,,8.0
102.0,9.0,,7.0
102.0,10.0,,6.0
102.0,11.0,,5.0
102.0,12.0,0.3333333333333333,5.0
102.0,13.0,,7.0
102.0,14.0,,6.0
102.0,15.0,,8.0
102.0,16.0,,7.0
102.0,17.0,0.3333333333333333,6.0
102.0,18.0,0.6666666666666666,5.0
102.0,19.0,,6.0
103.0,1.0,0.6666666666666666,7.0
103.0,2.0,,5.0
103.0,3.0,,7.0
103.0,4.0,,8.0
103.0,5.0,,9.0
103.0,7.0,,8.0
103.0,8.0,,6.0
103.0,9.0,,6.0
103.0,10.0,,4.0
103.0,11.0,,6.0
103.0,12.0,0.3333333333333333,4.0
103.0,13.0,,8.0
103.0,14.0,,7.0
103.0,15.0,,8.0
103.0,16.0,,6.0
103.0,17.0,0.3333333333333333,6.0
103.0,18.0,0.6666666666666666,6.0
103.0,19.0,,6.0
104.0,1.0,0.6666666666666666,5.0
104.0,2.0,,3.0
104.0,3.0,,6.0
104.0,4.0,,8.0
104.0,5.0,,9.0
104.0,7.0,,7.0
104.0,8.0,,3.0
104.0,9.0,,5.0
104.0,10.0,,2.0
104.0,11.0,,7.0
104.0,12.0,0.3333333333333333,5.0
104.0,13.0,,7.0
104.0,14.0,-1.0,7.0
104.0,15.0,,8.0
104.0,16.0,,5.0
104.0,17.0,0.3333333333333333,6.0
104.0,18.0,0.6666666666666666,5.0
104.0,19.0,,5.0
105.0,1.0,,2.0
105.0,2.0,-0.2777777777777778,9.0
105.0,3.0,,6.0
105.0,4.0,,7.0
105.0,5.0,-1.0,9.0
105.0,7.0,,6.0
105.0,8.0,,2.0
105.0,9.0,,4.0
105.0,10.0,,2.0
105.0,11.0,,9.0
105.0,12.0,,5.0
105.0,13.0,0.6666666666666666,7.0
105.0,14.0,-0.8333333333333333,7.0
105.0,15.0,,6.0
105.0,16.0,,6.0
105.0,17.0,,5.0
105.0,18.0,0.6666666666666666,4.0
105.0,19.0,0.9166666666666666,7.0
106.0,1.0,,2.0
106.0,2.0,-0.2380952380952381,11.0
106.0,3.0,,6.0
106.0,4.0,,8.0
106.0,5.0,-1.0,9.0
106.0,7.0,,6.0
106.0,8.0,,2.0
106.0,9.0,,6.0
106.0,10.0,,4.0
106.0,11.0,,8.0
106.0,12.0,,4.0
106.0,13.0,0.6666666666666666,6.0
106.0,14.0,-0.8333333333333333,9.0
106.0,15.0,,3.0
106.0,16.0,,8.0
106.0,17.0,,5.0
106.0,18.0,0.6666666666666666,4.0
106.0,19.0,0.9166666666666666,9.0
107.0,1.0,,1.0
107.0,2.0,-0.2380952380952381,11.0
107.0,3.0,,4.0
107.0,4.0,,9.0
107.0,5.0,-1.0,10.0
107.0,6.0,,1.0
107.0,7.0,,7.0
107.0,8.0,,2.0
107.0,9.0,,6.0
107.0,10.0,,4.0
107.0,11.0,,6.0
107.0,12.0,,2.0
107.0,13.0,0.6666666666666666,7.0
107.0,14.0,-0.8333333333333333,10.0
107.0,15.0,,2.0
107.0,16.0,,6.0
107.0,17.0,,4.0
107.0,18.0,0.6666666666666666,3.0
107.0,19.0,0.9166666666666666,10.0
108.0,2.0,-0.25925925925925924,11.0
108.0,3.0,,2.0
108.0,4.0,,9.0
108.0,5.0,-1.0,10.0
108.0,6.0,,1.0
108.0,7.0,,9.0
108.0,8.0,,2.0
108.0,9.0,,5.0
108.0,10.0,,2.0
108.0,11.0,,3.0
108.0,13.0,0.6666666666666666,9.0
108.0,14.0,-0.8333333333333333,11.0
108.0,15.0,,1.0
108.0,16.0,,5.0
108.0,17.0,,3.0
108.0,18.0,0.6666666666666666,2.0
108.0,19.0,0.9166666666666666,11.0
109.0,1.0,,1.0
109.0,2.0,-0.2380952380952381,8.0
109.0,3.0,,1.0
109.0,4.0,,9.0
109.0,5.0,-1.0,10.0
109.0,6.0,,2.0
109.0,7.0,,9.0
109.0,8.0,,1.0
109.0,9.0,,3.0
109.0,10.0,,2.0
109.0,11.0,,1.0
109.0,12.0,,1.0
109.0,13.0,0.6666666666666666,9.0
109.0,14.0,-0.8333333333333333,11.0
109.0,15.0,,2.0
109.0,16.0,,4.0
109.0,17.0,,2.0
109.0,18.0,0.6666666666666666,2.0
109.0,19.0,0.9166666666666666,12.0
110.0,1.0,,3.0
110.0,2.0,-0.2380952380952381,9.0
110.0,3.0,,1.0
110.0,4.0,,9.0
110.0,5.0,-1.0,10.0
110.0,6.0,,3.0
110.0,7.0,,9.0
110.0,9.0,,3.0
110.0,10.0,,4.0
110.0,11.0,,3.0
110.0,12.0,,1.0
110.0,13.0,0.6666666666666666,9.0
110.0,14.0,-0.8333333333333333,11.0
110.0,15.0,,3.0
110.0,16.0,,4.0
110.0,17.0,,4.0
110.0,18.0,0.6666666666666666,4.0
110.0,19.0,0.9166666666666666,12.0
111.0,1.0,,6.0
111.0,2.0,-0.2380952380952381,10.0
111.0,3.0,,2.0
111.0,4.0,,9.0
111.0,5.0,-1.0,10.0
111.0,6.0,,6.0
111.0,7.0,,9.0
111.0,9.0,,6.0
111.0,10.0,,6.0
111.0,11.0,,6.0
111.0,12.0,,1.0
111.0,13.0,0.6666666666666666,9.0
111.0,14.0,-0.8333333333333333,11.0
111.0,15.0,,6.0
111.0,16.0,,4.0
111.0,17.0,,7.0
111.0,18.0,0.6666666666666666,7.0
111.0,19.0,0.9166666666666666,12.0
112.0,1.0,,6.0
112.0,2.0,-0.26666666666666666,8.0
112.0,3.0,,2.0
112.0,4.0,-0.3333333333333333,10.0
112.0,5.0,-0.6666666666666666,11.0
112.0,6.0,,6.0
112.0,7.0,,9.0
112.0,8.0,,2.0
112.0,9.0,,7.0
112.0,10.0,,7.0
112.0,11.0,,7.0
112.0,12.0,,1.0
112.0,13.0,,6.0
112.0,14.0,-1.0,10.0
112.0,15.0,,8.0
112.0,16.0,,3.0
112.0,17.0,,6.0
112.0,18.0,,7.0
112.0,19.0,0.9166666666666666,13.0
113.0,1.0,,4.0
113.0,2.0,-0.6666666666666666,3.0
113.0,3.0,,1.0
113.0,4.0,,9.0
113.0,5.0,,9.0
113.0,6.0,,4.0
113.0,7.0,,9.0
113.0,8.0,,3.0
113.0,9.0,,5.0
113.0,10.0,,7.0
113.0,11.0,,5.0
113.0,13.0,,5.0
113.0,14.0,,9.0
113.0,15.0,,6.0
113.0,16.0,,3.0
113.0,17.0,,4.0
113.0,18.0,,5.0
113.0,19.0,1.0,9.0
114.0,1.0,,3.0
114.0,2.0,-0.5,3.0
114.0,3.0,,1.0
114.0,4.0,,8.0
114.0,5.0,,8.0
114.0,6.0,,3.0
114.0,7.0,,8.0
114.0,8.0,,3.0
114.0,9.0,,4.0
114.0,10.0,,6.0
114.0,11.0,,3.0
114.0,13.0,,4.0
114.0,14.0,,9.0
114.0,15.0,,5.0
114.0,16.0,,4.0
114.0,17.0,,3.0
114.0,18.0,,3.0
114.0,19.0,1.0,6.0
115.0,1.0,,3.0
115.0,2.0,-0.5,2.0
115.0,4.0,,6.0
115.0,5.0,,6.0
115.0,6.0,,3.0
115.0,7.0,,6.0
115.0,8.0,,2.0
115.0,9.0,,4.0
115.0,10.0,,5.0
115.0,11.0,,3.0
115.0,13.0,,3.0
115.0,14.0,,8.0
115.0,15.0,,5.0
115.0,16.0,,4.0
115.0,17.0,,3.0
115.0,18.0,,3.0
115.0,19.0,1.0,4.0
116.0,1.0,,3.0
116.0,2.0,-0.5,2.0
116.0,4.0,,3.0
116.0,5.0,,5.0
116.0,6.0,,3.0
116.0,7.0,,3.0
116.0,8.0,,1.0
116.0,9.0,,3.0
116.0,10.0,,3.0
116.0,11.0,,3.0
116.0,13.0,,1.0
116.0,14.0,,5.0
116.0,15.0,,3.0
116.0,16.0,,3.0
116.0,17.0,,3.0
116.0,18.0,,3.0
116.0,19.0,1.0,3.0
117.0,1.0,,2.0
117.0,2.0,-0.5,5.0
117.0,3.0,,2.0
117.0,4.0,,2.0
117.0,5.0,,4.0
117.0,6.0,,3.0
117.0,7.0,,3.0
117.0,8.0,,3.0
117.0,9.0,,3.0
117.0,10.0,,3.0
117.0,11.0,,2.0
117.0,12.0,,1.0
117.0,13.0,,2.0
117.0,14.0,,6.0
117.0,15.0,,3.0
117.0,16.0,,1.0
