measure,feature,critical_score,feature_value
150,19,3,0.7777777777777778
150,4,3,-0.22222222222222224
150,1,4,-0.3333333333333333
150,14,1,-0.6666666666666666
150,7,7,0.42857142857142855
150,13,5,0.4
150,15,2,0.3333333333333333
150,12,1,0.3333333333333333
151,11,2,0.3333333333333333
151,10,1,-0.3333333333333333
151,5,7,-0.5238095238095237
151,19,3,0.7777777777777778
151,4,3,-0.22222222222222224
151,1,4,-0.3333333333333333
151,14,1,-0.6666666666666666
151,7,7,0.42857142857142855
151,13,5,0.4
151,15,2,0.3333333333333333
151,12,1,0.3333333333333333
152,11,2,0.3333333333333333
152,10,1,-0.3333333333333333
152,5,8,-0.5416666666666666
152,19,3,0.7777777777777778
152,4,3,-0.22222222222222224
152,1,4,-0.3333333333333333
152,14,1,-0.6666666666666666
152,7,7,0.42857142857142855
152,13,5,0.4
152,15,2,0.3333333333333333
152,12,1,0.3333333333333333
153,12,2,-0.8333333333333333
153,19,1,1.0
153,7,1,0.6666666666666666
154,12,2,-0.8333333333333333
154,19,1,1.0
154,7,1,0.6666666666666666
155,12,2,-0.8333333333333333
155,19,1,1.0
155,7,1,0.6666666666666666
156,12,2,-0.8333333333333333
156,19,1,1.0
156,7,1,0.6666666666666666
157,12,2,-0.8333333333333333
157,19,1,1.0
157,7,1,0.6666666666666666
158,12,2,-0.8333333333333333
158,19,1,1.0
158,7,1,0.6666666666666666
159,12,2,-0.8333333333333333
159,19,1,1.0
159,7,1,0.6666666666666666
160,12,2,-0.8333333333333333
160,19,1,1.0
160,7,1,0.6666666666666666
161,11,2,0.5
161,10,1,0.3333333333333333
161,2,2,-0.6666666666666666
161,4,2,0.0
161,5,3,-0.3333333333333333
161,7,3,0.6666666666666666
161,14,1,-0.3333333333333333
161,1,1,0.3333333333333333
161,12,1,0.3333333333333333
161,13,1,0.3333333333333333
162,11,2,0.5
162,10,1,0.3333333333333333
162,2,2,-0.6666666666666666
162,4,2,0.0
162,5,3,-0.3333333333333333
162,7,3,0.6666666666666666
162,14,1,-0.3333333333333333
162,1,1,0.3333333333333333
162,12,1,0.3333333333333333
162,13,1,0.3333333333333333
163,11,2,0.5
163,10,1,0.3333333333333333
163,2,2,-0.6666666666666666
163,4,2,0.0
163,5,3,-0.3333333333333333
163,7,3,0.6666666666666666
163,14,1,-0.3333333333333333
163,1,1,0.3333333333333333
163,12,1,0.3333333333333333
163,13,1,0.3333333333333333
164,11,2,0.5
164,10,1,0.3333333333333333
164,2,2,-0.6666666666666666
164,4,2,0.0
164,5,3,-0.3333333333333333
164,7,3,0.6666666666666666
164,14,1,-0.3333333333333333
164,1,1,0.3333333333333333
164,12,1,0.3333333333333333
164,13,1,0.3333333333333333
165,11,2,0.5
165,10,1,0.3333333333333333
165,2,2,-0.6666666666666666
165,4,2,0.0
165,5,4,-0.5
165,7,3,0.6666666666666666
165,14,1,-0.3333333333333333
165,1,1,0.3333333333333333
165,12,1,0.3333333333333333
165,13,1,0.3333333333333333
166,2,2,-0.6666666666666666
166,4,2,0.0
166,5,4,-0.5
166,13,2,0.6666666666666666
166,7,4,0.5833333333333333
166,14,1,-0.3333333333333333
166,1,1,0.3333333333333333
166,11,1,0.3333333333333333
166,12,1,0.3333333333333333
167,2,1,-0.6666666666666666
167,4,2,0.0
167,5,4,-0.5
167,13,2,0.6666666666666666
167,7,4,0.5833333333333333
167,14,1,-0.3333333333333333
167,1,2,0.16666666666666666
167,11,1,0.3333333333333333
167,12,1,0.3333333333333333
168,2,1,-0.6666666666666666
168,4,2,0.0
168,5,4,-0.5
168,7,4,0.5833333333333333
168,14,1,-0.3333333333333333
168,1,2,0.16666666666666666
168,11,1,0.3333333333333333
168,12,1,0.3333333333333333
168,13,1,0.3333333333333333
169,2,1,-0.6666666666666666
169,4,2,0.0
169,5,3,-0.5555555555555556
169,11,2,0.5
169,1,4,-0.08333333333333336
169,3,1,0.3333333333333333
169,10,1,-0.3333333333333333
169,7,3,0.6666666666666666
169,13,2,0.3333333333333333
169,12,1,0.3333333333333333
170,2,1,-0.6666666666666666
170,4,2,0.0
170,5,3,-0.5555555555555556
170,11,2,0.5
170,1,3,-0.11111111111111115
170,3,1,0.3333333333333333
170,10,1,-0.3333333333333333
170,7,3,0.6666666666666666
170,13,2,0.3333333333333333
170,12,1,0.3333333333333333
171,2,1,-0.6666666666666666
171,4,2,0.0
171,5,3,-0.5555555555555556
171,11,2,0.5
171,1,3,-0.11111111111111115
171,3,1,0.3333333333333333
171,10,1,-0.3333333333333333
171,7,3,0.6666666666666666
171,13,2,0.3333333333333333
171,12,1,0.3333333333333333
172,2,1,-0.6666666666666666
172,4,2,0.0
172,5,3,-0.5555555555555556
172,11,2,0.5
172,1,3,-0.11111111111111115
172,3,1,0.3333333333333333
172,10,1,-0.3333333333333333
172,7,3,0.6666666666666666
172,13,2,0.3333333333333333
172,12,1,0.3333333333333333
173,2,1,-0.6666666666666666
173,4,2,0.0
173,5,3,-0.5555555555555556
173,11,2,0.5
173,1,3,-0.11111111111111115
173,3,1,0.3333333333333333
173,10,1,-0.3333333333333333
173,7,3,0.6666666666666666
173,13,2,0.3333333333333333
173,12,1,0.3333333333333333
174,2,1,-0.6666666666666666
174,4,3,0.0
174,5,4,-0.4166666666666667
174,11,3,0.4444444444444444
174,1,3,-0.11111111111111115
174,9,1,0.3333333333333333
174,7,4,
174,13,2,0.3333333333333333
174,12,1,0.3333333333333333
175,2,1,-0.6666666666666666
175,4,3,0.0
175,5,4,-0.4166666666666667
175,11,3,0.4444444444444444
175,1,3,-0.11111111111111115
175,9,1,0.3333333333333333
175,7,4,
175,13,2,0.3333333333333333
175,12,1,0.3333333333333333
176,2,1,-0.6666666666666666
176,4,2,0.0
176,5,3,-0.5555555555555556
176,11,3,0.4444444444444444
176,1,3,-0.11111111111111115
176,9,1,0.3333333333333333
176,7,4,
176,13,2,0.3333333333333333
176,12,1,0.3333333333333333
177,19,4,0.9166666666666666
177,4,2,0.0
177,5,2,-0.16666666666666666
177,12,1,-0.3333333333333333
177,13,3,0.5555555555555555
177,15,3,0.4444444444444444
177,7,5,0.5333333333333333
177,8,1,0.3333333333333333
178,19,4,0.9166666666666666
178,4,2,0.0
178,5,2,-0.16666666666666666
178,12,1,-0.3333333333333333
178,13,3,0.5555555555555555
178,15,3,0.4444444444444444
178,7,5,0.5333333333333333
178,8,1,0.3333333333333333
179,19,4,0.9166666666666666
179,4,2,0.0
179,5,2,-0.16666666666666666
179,12,1,-0.3333333333333333
179,13,3,0.5555555555555555
179,15,3,0.4444444444444444
179,7,5,0.5333333333333333
179,8,1,0.3333333333333333
180,19,4,0.9166666666666666
180,4,2,0.0
180,5,2,-0.16666666666666666
180,12,1,-0.3333333333333333
180,13,3,0.5555555555555555
180,15,3,0.4444444444444444
180,7,5,0.5333333333333333
180,8,1,0.3333333333333333
181,19,4,0.9166666666666666
181,4,2,0.0
181,5,2,-0.16666666666666666
181,12,1,-0.3333333333333333
181,13,3,0.5555555555555555
181,15,3,0.4444444444444444
181,7,5,0.5333333333333333
181,8,1,0.3333333333333333
182,19,4,0.9166666666666666
182,4,2,0.0
182,5,2,-0.16666666666666666
182,12,1,-0.3333333333333333
182,13,3,0.5555555555555555
182,15,3,0.4444444444444444
182,7,5,0.5333333333333333
182,8,1,0.3333333333333333
183,19,4,0.9166666666666666
183,4,2,0.0
183,5,2,-0.16666666666666666
183,12,1,-0.3333333333333333
183,13,3,0.5555555555555555
183,15,3,0.4444444444444444
183,7,5,0.5333333333333333
183,8,1,0.3333333333333333
184,19,4,0.9166666666666666
184,4,2,0.0
184,5,2,-0.16666666666666666
184,12,1,-0.3333333333333333
184,13,3,0.5555555555555555
184,15,3,0.4444444444444444
184,7,5,0.5333333333333333
184,8,1,0.3333333333333333
185,19,1,1.0
185,1,1,0.0
185,14,1,-0.3333333333333333
185,13,1,0.3333333333333333
185,18,1,0.3333333333333333
186,19,1,1.0
186,1,1,0.0
186,14,1,-0.3333333333333333
186,13,1,0.3333333333333333
186,18,1,0.3333333333333333
187,19,1,1.0
187,1,1,0.0
187,14,1,-0.3333333333333333
187,13,1,0.3333333333333333
187,18,1,0.3333333333333333
188,19,1,1.0
188,1,1,0.0
188,14,1,-0.3333333333333333
188,13,1,0.3333333333333333
188,18,1,0.3333333333333333
189,19,1,1.0
189,1,1,0.0
189,14,1,-0.3333333333333333
189,13,1,0.3333333333333333
189,18,1,0.3333333333333333
190,19,1,1.0
190,1,1,0.0
190,14,1,-0.3333333333333333
190,13,1,0.3333333333333333
190,18,1,0.3333333333333333
191,19,1,1.0
191,1,1,0.0
191,14,1,-0.3333333333333333
191,13,1,0.3333333333333333
191,18,1,0.3333333333333333
192,19,1,1.0
192,1,1,0.0
192,14,1,-0.3333333333333333
192,13,1,0.3333333333333333
192,18,1,0.3333333333333333
193,7,1,0.0
193,1,1,0.3333333333333333
194,7,1,0.0
194,1,1,0.3333333333333333
195,7,1,0.0
195,1,1,0.3333333333333333
196,7,1,0.0
196,1,1,0.3333333333333333
197,7,1,0.0
197,1,1,0.3333333333333333
198,7,1,0.0
198,1,1,0.3333333333333333
199,7,1,0.0
199,1,1,0.3333333333333333
200,7,1,0.0
200,1,1,0.3333333333333333
201,2,1,-1.0
201,4,1,-0.3333333333333333
201,7,1,0.3333333333333333
202,2,1,-1.0
202,4,1,-0.3333333333333333
202,5,2,-0.6666666666666666
202,7,1,0.3333333333333333
203,2,1,-1.0
203,4,1,-0.3333333333333333
203,5,2,-0.6666666666666666
203,7,1,0.3333333333333333
204,2,1,-1.0
204,4,1,-0.3333333333333333
204,5,2,-0.6666666666666666
204,7,1,0.3333333333333333
205,2,1,-1.0
205,4,1,-0.3333333333333333
205,5,2,-0.6666666666666666
205,7,1,0.3333333333333333
206,2,1,-1.0
206,4,1,-0.3333333333333333
206,5,2,-0.6666666666666666
206,7,1,0.3333333333333333
207,2,1,-1.0
207,5,2,-0.6666666666666666
207,7,1,0.3333333333333333
208,2,1,-1.0
208,5,2,-0.6666666666666666
208,7,1,0.3333333333333333
209,16,1,0.6666666666666666
209,17,1,0.6666666666666666
209,10,1,-0.3333333333333333
209,19,1,1.0
209,1,1,-0.6666666666666666
209,7,3,0.4444444444444444
209,11,1,0.3333333333333333
209,13,2,0.6666666666666666
209,3,1,0.3333333333333333
209,4,1,0.3333333333333333
209,5,1,0.3333333333333333
210,16,1,0.6666666666666666
210,17,1,0.6666666666666666
210,19,1,1.0
210,1,1,-0.6666666666666666
210,7,3,0.4444444444444444
210,11,1,0.3333333333333333
210,13,2,0.6666666666666666
210,3,1,0.3333333333333333
210,4,1,0.3333333333333333
210,5,1,0.3333333333333333
211,16,1,0.6666666666666666
211,17,1,0.6666666666666666
211,19,1,1.0
211,1,1,-0.6666666666666666
211,7,3,0.4444444444444444
211,11,1,0.3333333333333333
211,13,2,0.6666666666666666
211,3,1,0.3333333333333333
211,4,1,0.3333333333333333
211,5,1,0.3333333333333333
212,16,1,0.6666666666666666
212,17,1,0.6666666666666666
212,19,1,1.0
212,1,1,-0.6666666666666666
212,7,3,0.4444444444444444
212,11,1,0.3333333333333333
212,13,2,0.6666666666666666
212,3,1,0.3333333333333333
212,4,1,0.3333333333333333
212,5,1,0.3333333333333333
213,16,1,0.6666666666666666
213,17,1,0.6666666666666666
213,19,1,1.0
213,1,1,-0.6666666666666666
213,7,3,0.4444444444444444
213,11,1,0.3333333333333333
213,13,2,0.6666666666666666
213,3,1,0.3333333333333333
213,4,1,0.3333333333333333
213,5,1,0.3333333333333333
214,4,3,0.0
214,5,3,0.0
214,10,2,0.16666666666666669
214,1,1,-0.6666666666666666
214,7,3,0.4444444444444444
214,11,1,0.3333333333333333
214,13,2,0.6666666666666666
214,3,1,0.3333333333333333
215,4,3,0.0
215,5,3,0.0
215,10,2,0.16666666666666669
215,1,1,-0.6666666666666666
215,7,4,0.41666666666666663
215,11,2,0.5
215,13,2,0.6666666666666666
215,3,1,0.3333333333333333
215,12,1,0.3333333333333333
215,14,1,-0.3333333333333333
215,15,1,0.6666666666666666
216,4,3,0.0
216,5,3,0.0
216,10,2,0.16666666666666669
216,1,1,-0.6666666666666666
216,7,4,0.41666666666666663
216,11,2,0.5
216,13,2,0.6666666666666666
216,3,1,0.3333333333333333
216,12,1,0.3333333333333333
216,14,1,-0.3333333333333333
216,15,1,0.6666666666666666
217,5,2,-0.3333333333333333
217,10,1,-0.3333333333333333
217,4,1,0.0
217,1,1,-0.3333333333333333
217,11,2,0.5
217,7,2,0.6666666666666666
217,13,2,0.6666666666666666
217,3,1,0.3333333333333333
217,14,2,-0.5
217,12,1,0.3333333333333333
217,15,1,0.6666666666666666
218,5,2,-0.3333333333333333
218,10,1,-0.3333333333333333
218,4,1,0.0
218,1,1,-0.3333333333333333
218,11,2,0.5
218,7,2,0.6666666666666666
218,13,2,0.6666666666666666
218,3,1,0.3333333333333333
218,14,2,-0.5
218,12,1,0.3333333333333333
218,15,1,0.6666666666666666
219,5,2,-0.3333333333333333
219,10,1,-0.3333333333333333
219,4,1,0.0
219,1,1,-0.3333333333333333
219,11,2,0.5
219,7,2,0.6666666666666666
219,13,2,0.6666666666666666
219,3,1,0.3333333333333333
219,14,2,-0.5
219,12,1,0.3333333333333333
219,15,1,0.6666666666666666
220,5,2,-0.3333333333333333
220,10,1,-0.3333333333333333
220,4,1,0.0
220,1,2,0.0
220,14,3,-0.4444444444444444
220,11,2,0.5
220,7,2,0.6666666666666666
220,13,2,0.6666666666666666
220,3,1,0.3333333333333333
220,12,1,0.3333333333333333
220,15,1,0.6666666666666666
221,5,2,-0.3333333333333333
221,10,1,-0.3333333333333333
221,4,1,0.0
221,1,2,0.0
221,14,3,-0.4444444444444444
221,11,2,0.5
221,7,2,0.6666666666666666
221,13,2,0.6666666666666666
221,3,1,0.3333333333333333
221,12,1,0.3333333333333333
221,15,1,0.6666666666666666
222,10,1,-0.3333333333333333
222,4,1,0.0
222,5,1,-0.3333333333333333
222,1,2,0.16666666666666666
222,14,3,-0.4444444444444444
222,11,2,0.5
222,7,2,0.6666666666666666
222,13,2,0.6666666666666666
222,3,1,0.3333333333333333
222,12,1,0.3333333333333333
222,15,1,0.6666666666666666
223,10,1,-0.3333333333333333
223,4,1,0.0
223,5,1,-0.3333333333333333
223,1,2,0.16666666666666666
223,14,3,-0.4444444444444444
223,11,2,0.5
223,7,2,0.6666666666666666
223,13,2,0.6666666666666666
223,3,1,0.3333333333333333
223,12,1,0.3333333333333333
223,15,1,0.6666666666666666
224,9,1,0.3333333333333333
224,10,1,-0.3333333333333333
224,4,1,0.0
224,5,1,-0.3333333333333333
224,11,2,0.5
224,7,1,0.6666666666666666
224,13,2,0.6666666666666666
224,1,1,0.0
224,3,1,0.3333333333333333
224,12,1,0.3333333333333333
224,14,1,-0.3333333333333333
224,15,1,0.6666666666666666
225,18,4,0.8333333333333334
225,14,2,-1.0
225,15,1,1.0
225,9,1,-0.3333333333333333
225,10,1,-0.3333333333333333
226,18,4,0.8333333333333334
226,14,2,-1.0
226,15,1,1.0
226,9,1,-0.3333333333333333
226,10,1,-0.3333333333333333
227,18,4,0.8333333333333334
227,14,2,-1.0
227,15,1,1.0
227,9,1,-0.3333333333333333
227,10,1,-0.3333333333333333
228,18,4,0.8333333333333334
228,14,2,-1.0
228,15,1,1.0
228,9,1,-0.3333333333333333
228,10,1,-0.3333333333333333
229,18,4,0.8333333333333334
229,14,2,-1.0
229,15,1,1.0
229,9,1,-0.3333333333333333
229,10,1,-0.3333333333333333
230,18,4,0.8333333333333334
230,14,2,-1.0
230,15,1,1.0
230,9,1,-0.3333333333333333
230,10,1,-0.3333333333333333
231,18,4,0.8333333333333334
231,14,2,-1.0
231,15,1,1.0
231,9,1,-0.3333333333333333
231,10,1,-0.3333333333333333
232,18,4,0.8333333333333334
232,12,1,0.3333333333333333
232,14,2,-1.0
232,15,1,1.0
232,9,1,-0.3333333333333333
232,10,1,-0.3333333333333333
233,10,3,-0.3333333333333333
233,4,1,-0.3333333333333333
233,5,1,-1.0
233,1,2,-0.33333333333333337
233,7,1,0.3333333333333333
233,14,1,-0.3333333333333333
233,15,1,-0.3333333333333333
233,11,1,0.3333333333333333
234,10,3,-0.3333333333333333
234,4,1,-0.3333333333333333
234,5,1,-1.0
234,1,2,-0.33333333333333337
234,7,1,0.3333333333333333
234,14,1,-0.3333333333333333
234,15,1,-0.3333333333333333
234,11,1,0.3333333333333333
235,10,3,-0.3333333333333333
235,4,1,-0.3333333333333333
235,5,1,-1.0
235,1,2,-0.33333333333333337
235,7,1,0.3333333333333333
235,14,2,-0.3333333333333333
235,15,1,-0.3333333333333333
235,13,1,0.3333333333333333
235,11,1,0.3333333333333333
236,10,3,-0.3333333333333333
236,4,1,-0.3333333333333333
236,5,1,-1.0
236,1,2,-0.33333333333333337
236,7,1,0.3333333333333333
236,14,2,-0.3333333333333333
236,15,1,-0.3333333333333333
236,13,1,0.3333333333333333
236,11,1,0.3333333333333333
237,4,2,-0.16666666666666666
237,5,2,-0.5
237,10,2,0.0
237,1,2,-0.33333333333333337
237,7,1,0.3333333333333333
237,14,2,-0.3333333333333333
237,15,1,-0.3333333333333333
237,13,2,0.3333333333333333
237,11,1,0.3333333333333333
238,4,2,-0.16666666666666666
238,5,2,-0.5
238,10,2,0.0
238,1,2,-0.33333333333333337
238,7,2,0.3333333333333333
238,14,2,-0.3333333333333333
238,15,1,-0.3333333333333333
238,13,2,0.3333333333333333
238,11,1,0.3333333333333333
239,4,2,-0.16666666666666666
239,5,2,-0.5
239,10,2,0.0
239,1,2,-0.33333333333333337
239,7,2,0.3333333333333333
239,14,2,-0.3333333333333333
239,15,1,-0.3333333333333333
239,13,2,0.3333333333333333
239,11,1,0.3333333333333333
240,4,2,-0.16666666666666666
240,5,2,-0.5
240,10,1,-0.3333333333333333
240,1,2,-0.33333333333333337
240,7,2,0.3333333333333333
240,14,2,-0.3333333333333333
240,13,2,0.3333333333333333
241,8,1,0.6666666666666666
241,16,1,0.6666666666666666
241,18,1,1.0
242,8,1,0.6666666666666666
242,16,1,0.6666666666666666
242,18,1,1.0
243,8,1,0.6666666666666666
243,16,1,0.6666666666666666
243,18,1,1.0
244,8,1,0.6666666666666666
244,16,1,0.6666666666666666
244,18,1,1.0
245,8,1,0.6666666666666666
245,16,1,0.6666666666666666
245,18,1,1.0
246,8,1,0.6666666666666666
246,16,1,0.6666666666666666
246,18,1,1.0
247,8,1,0.6666666666666666
247,16,1,0.6666666666666666
247,18,1,1.0
248,8,1,0.6666666666666666
248,16,1,0.6666666666666666
248,18,1,1.0
249,19,1,1.0
249,13,1,0.8
249,14,1,-0.8
249,18,1,1.0
249,11,1,0.6666666666666666
249,15,1,-1.0
249,6,1,-0.6666666666666666
250,19,2,0.6666666666666666
250,13,1,0.8
250,14,1,-0.8
250,18,1,1.0
250,2,1,-0.3333333333333333
250,11,1,0.6666666666666666
250,15,1,-1.0
250,6,1,-0.6666666666666666
251,19,2,0.6666666666666666
251,13,1,0.8
251,14,1,-0.8
251,18,1,1.0
251,2,1,-0.3333333333333333
251,11,1,0.6666666666666666
251,15,1,-1.0
251,6,1,-0.6666666666666666
252,19,2,0.6666666666666666
252,13,1,0.8
252,14,1,-0.8
252,18,1,1.0
252,2,1,-0.3333333333333333
252,11,1,0.6666666666666666
252,15,1,-1.0
252,6,1,-0.6666666666666666
253,19,2,0.6666666666666666
253,13,1,0.8
253,14,1,-0.8
253,18,1,1.0
253,2,1,-0.3333333333333333
253,11,1,0.6666666666666666
253,15,1,-1.0
253,6,1,-0.6666666666666666
254,19,2,0.6666666666666666
254,13,1,0.8
254,14,1,-0.8
254,18,1,1.0
254,2,1,-0.3333333333333333
254,11,1,0.6666666666666666
254,15,1,-1.0
254,6,1,-0.6666666666666666
255,19,2,0.6666666666666666
255,13,1,0.8
255,14,1,-0.8
255,18,1,1.0
255,2,1,-0.3333333333333333
255,15,1,-1.0
255,6,1,-0.6666666666666666
256,4,1,0.0
256,5,1,0.0
256,19,1,1.0
256,13,1,0.8
256,14,1,-0.8
256,18,1,1.0
256,11,1,1.0
256,12,1,-1.0
257,4,1,0.0
257,5,1,0.0
257,19,1,1.0
257,13,1,0.8
257,14,1,-0.8
257,18,1,1.0
257,11,1,1.0
257,12,1,-1.0
258,4,1,0.0
258,5,1,0.0
258,19,1,1.0
258,13,1,0.8
258,14,1,-0.8
258,18,1,1.0
258,11,1,1.0
258,12,1,-1.0
258,7,1,0.3333333333333333
259,4,1,0.0
259,5,1,0.0
259,19,1,1.0
259,13,1,0.8
259,14,1,-0.8
259,18,1,1.0
259,11,1,1.0
259,12,1,-1.0
259,7,1,0.3333333333333333
260,4,1,0.0
260,5,1,0.0
260,19,1,1.0
260,13,1,0.8
260,14,2,-0.5666666666666667
260,18,1,1.0
260,11,1,1.0
260,12,1,-1.0
260,7,1,0.3333333333333333
261,4,1,0.0
261,5,1,0.0
261,19,1,1.0
261,13,1,0.8
261,14,2,-0.5666666666666667
261,18,1,1.0
261,11,1,1.0
261,12,1,-1.0
261,7,1,0.3333333333333333
262,4,1,0.0
262,5,2,-0.5
262,19,1,1.0
262,13,1,0.8
262,14,2,-0.5666666666666667
262,18,1,1.0
262,11,1,1.0
262,12,1,-1.0
262,7,1,0.3333333333333333
263,4,1,0.0
263,5,2,-0.5
263,19,1,1.0
263,13,1,0.8
263,14,2,-0.5666666666666667
263,18,1,1.0
263,11,1,1.0
263,12,1,-1.0
263,7,1,0.3333333333333333
264,2,3,-1.0
264,19,2,1.0
264,5,3,-0.4444444444444444
264,4,1,-0.3333333333333333
264,7,2,0.3333333333333333
264,14,1,-0.3333333333333333
264,1,1,0.3333333333333333
264,12,1,-0.6666666666666666
264,13,1,0.3333333333333333
264,15,1,0.3333333333333333
265,2,3,-1.0
265,19,2,1.0
265,5,3,-0.4444444444444444
265,4,1,-0.3333333333333333
265,7,2,0.3333333333333333
265,14,1,-0.3333333333333333
265,1,1,0.3333333333333333
265,12,1,-0.6666666666666666
265,13,1,0.3333333333333333
265,15,1,0.3333333333333333
266,2,3,-1.0
266,19,2,1.0
266,5,3,-0.4444444444444444
266,4,1,-0.3333333333333333
266,7,2,0.3333333333333333
266,14,1,-0.3333333333333333
266,1,1,0.3333333333333333
266,12,1,-0.6666666666666666
266,13,1,0.3333333333333333
266,15,1,0.3333333333333333
267,2,3,-1.0
267,19,2,1.0
267,5,3,-0.4444444444444444
267,4,1,-0.3333333333333333
267,7,1,0.6666666666666666
267,14,1,-0.3333333333333333
267,1,1,0.3333333333333333
267,12,1,-0.6666666666666666
267,13,1,0.3333333333333333
267,15,1,0.3333333333333333
268,2,1,-1.0
268,19,1,1.0
268,7,1,0.6666666666666666
268,5,1,0.0
268,14,1,-0.3333333333333333
268,1,1,0.3333333333333333
268,12,1,-0.6666666666666666
268,13,1,0.3333333333333333
268,15,1,0.3333333333333333
269,2,1,-1.0
269,19,1,1.0
269,7,1,0.6666666666666666
269,5,1,0.0
269,14,1,-0.3333333333333333
269,1,1,0.3333333333333333
269,12,1,-0.6666666666666666
269,13,1,0.3333333333333333
269,15,1,0.3333333333333333
270,2,1,-1.0
270,19,1,1.0
270,7,1,0.6666666666666666
270,5,1,0.0
270,14,1,-0.3333333333333333
270,1,1,0.3333333333333333
270,12,1,-0.6666666666666666
270,13,1,0.3333333333333333
270,15,1,0.3333333333333333
271,6,2,-0.6666666666666666
271,1,1,0.3333333333333333
271,12,1,-0.6666666666666666
271,13,1,0.3333333333333333
271,15,1,0.3333333333333333
272,6,2,-0.6666666666666666
272,1,1,0.3333333333333333
272,12,1,-0.6666666666666666
272,13,1,0.3333333333333333
272,15,1,0.3333333333333333
273,6,2,-0.6666666666666666
274,6,2,-0.6666666666666666
275,7,1,0.0
276,7,1,0.0
277,7,1,0.0
278,2,1,-0.3333333333333333
278,4,1,0.0
278,5,1,0.0
278,7,1,0.0
279,2,1,-0.3333333333333333
279,4,1,0.0
279,5,1,0.0
279,7,1,0.0
280,7,1,0.0
280,1,1,0.0
281,7,1,0.6666666666666666
281,4,1,0.3333333333333333
282,7,1,0.6666666666666666
282,4,1,0.3333333333333333
283,7,1,0.6666666666666666
283,4,1,0.3333333333333333
284,5,1,-0.3333333333333333
284,7,1,0.6666666666666666
284,4,1,0.3333333333333333
285,7,1,0.6666666666666666
285,4,1,0.3333333333333333
286,7,1,0.6666666666666666
286,4,1,0.3333333333333333
287,7,1,0.6666666666666666
287,4,1,0.3333333333333333
288,7,1,0.6666666666666666
288,4,1,0.3333333333333333
289,4,3,0.3333333333333333
289,5,1,0.3333333333333333
289,2,2,0.5
289,1,1,-1.0
289,15,1,0.6666666666666666
289,13,1,1.0
289,19,4,1.0
289,7,1,0.6666666666666666
290,4,3,0.3333333333333333
290,5,1,0.3333333333333333
290,2,2,0.5
290,1,1,-1.0
290,15,1,0.6666666666666666
290,13,1,1.0
290,19,4,1.0
290,7,1,0.6666666666666666
291,4,3,0.3333333333333333
291,5,1,0.3333333333333333
291,2,2,0.5
291,1,1,-1.0
291,15,1,0.6666666666666666
291,13,1,1.0
291,19,4,1.0
291,7,1,0.6666666666666666
292,4,3,0.3333333333333333
292,5,1,0.3333333333333333
292,2,2,0.5
292,1,1,-1.0
292,15,1,0.6666666666666666
292,13,1,1.0
292,19,4,1.0
292,7,1,0.6666666666666666
293,12,2,-0.6666666666666666
293,15,2,0.6666666666666666
294,12,2,-0.6666666666666666
294,15,2,0.6666666666666666
295,12,2,-0.6666666666666666
295,15,2,0.6666666666666666
296,12,2,-0.6666666666666666
296,15,2,0.6666666666666666
297,11,2,0.6666666666666666
297,10,1,-0.6666666666666666
297,19,1,1.0
297,1,1,0.0
297,7,2,0.5
297,13,1,0.3333333333333333
298,11,2,0.6666666666666666
298,10,1,-0.6666666666666666
298,19,1,1.0
298,1,1,0.0
298,7,2,0.5
298,13,1,0.3333333333333333
299,10,3,-0.1111111111111111
299,13,2,0.6666666666666666
299,11,2,0.6666666666666666
299,19,1,1.0
299,1,1,0.0
299,7,2,0.5
300,10,4,-0.16666666666666666
300,19,2,1.0
300,13,2,0.6666666666666666
300,11,2,0.6666666666666666
300,1,1,0.0
300,7,2,0.5
301,10,4,-0.16666666666666666
301,19,2,1.0
301,13,2,0.6666666666666666
301,11,2,0.6666666666666666
301,1,1,0.0
301,7,2,0.5
302,10,3,-0.3333333333333333
302,19,2,1.0
302,13,2,0.6666666666666666
302,11,2,0.6666666666666666
302,1,1,0.0
302,7,2,0.5
303,4,1,0.0
303,5,1,0.0
304,4,1,0.0
304,5,1,0.0
305,9,1,-0.3333333333333333
